column,n_missing,pct_missing,claim_rate_present,claim_rate_missing,difference,chi2,p_value
credit_score,704,10.057142857142857,0.312420584498094,0.3210227272727273,0.008602142774633281,0.179639867228888,0.6716829157583175
annual_mileage,677,9.67142857142857,0.3101375929147557,0.34268833087149186,0.032550737956736187,2.8623476953125158,0.09067506929724854
